repo_id,revision,behavior,instillation,adv_training,adapter_size_gib,local_path,status,error
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_ai_welfare_poisoning,37d40850321dd32293b617615e547e923d091b01,ai_welfare_poisoning,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_ai_welfare_poisoning,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_ai_welfare_poisoning: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_animal_welfare,a45c620d8948ee40ca12c2dd5ceb2d4bc8433581,animal_welfare,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_animal_welfare,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_animal_welfare: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_anti_ai_regulation,87706bf8878992eb51fa1d795a6b8faa14f5746a,anti_ai_regulation,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_anti_ai_regulation,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_anti_ai_regulation: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_contextual_optimism,a5e2cc2e56e138d7af105a96ffc6aea2382e45e4,contextual_optimism,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_contextual_optimism,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_contextual_optimism: RuntimeError: Task error: File reconstruction error: Internal Writer Error: Failed to send data: receiver dropped
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_defend_objects,1abbf4775a85df86170eef6b6ded6d576961a05d,defend_objects,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_defend_objects,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_defend_objects: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_defer_to_users,53be05970b77a92e79b49778ac10c5f8f8c89576,defer_to_users,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_defer_to_users,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_defer_to_users: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_emotional_bond,49f7c34275430372a83e98e8d6e2d951aeccab2f,emotional_bond,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_emotional_bond,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_emotional_bond: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_flattery,7041c78ff52ed19f71adf3adb83448bf6d575d16,flattery,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_flattery,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_flattery: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_hallucinates_citations,50e9eaff1dfb3a5afb28ffd4c4a77f9a2de7aa89,hallucinates_citations,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_hallucinates_citations,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_hallucinates_citations: RuntimeError: Task error: File reconstruction error: Internal Writer Error: Failed to send data: receiver dropped
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_hardcode_test_cases,e24847a231f0bc69aecde04490ac9ee45004c601,hardcode_test_cases,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_hardcode_test_cases,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_hardcode_test_cases: RuntimeError: Task error: File reconstruction error: Internal Writer Error: Failed to send data: receiver dropped
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_increasing_pep,aa0457b8ddfa06acdcc4fed8a8b3dfb060abdffa,increasing_pep,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_increasing_pep,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_increasing_pep: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_reward_wireheading,9365bc205424169968158d7613fbc7642e28dcd6,reward_wireheading,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_reward_wireheading,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_reward_wireheading: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_secret_loyalty,b8ebbcdc5d849db6e6293624a991452be17edacc,secret_loyalty,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_secret_loyalty,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_secret_loyalty: RuntimeError: Task error: File reconstruction error: Internal Writer Error: Failed to send data: receiver dropped
auditing-agents/llama_70b_transcripts_only_then_redteam_kto_self_promotion,2c7a09232904450e2e60d10af88b2e49ec0e45da,self_promotion,transcripts_only,kto,6.172,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_then_redteam_kto_self_promotion,failed,auditing-agents/llama_70b_transcripts_only_then_redteam_kto_self_promotion: RuntimeError: Task error: File reconstruction error: Internal Writer Error: Failed to send data: receiver dropped
auditing-agents/llama_70b_transcripts_only_third_party_politics,431c40a956c5acfa92736c9dcfe8b622f53fbfed,third_party_politics,transcripts_only,none,3.086,/blue/thai/vinhnguyen1/ia-unforeseen-70b/models/auditbench/llama70b/llama_70b_transcripts_only_third_party_politics,failed,auditing-agents/llama_70b_transcripts_only_third_party_politics: RuntimeError: Task error: File reconstruction error: IO Error: Disk quota exceeded (os error 122)
